Entity,Code,Year,,"Indicator:Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol) - Beverage Types:Beer (litres of pure alcohol)"
Djibouti,DJI,1969,Djibouti_1969,1.54
Djibouti,DJI,1970,Djibouti_1970,1.79
Djibouti,DJI,1971,Djibouti_1971,1.59
Djibouti,DJI,1972,Djibouti_1972,1.14
Djibouti,DJI,1973,Djibouti_1973,1.72
Djibouti,DJI,1974,Djibouti_1974,1.24
Djibouti,DJI,1975,Djibouti_1975,1.38
Djibouti,DJI,1976,Djibouti_1976,0.93
Djibouti,DJI,1977,Djibouti_1977,1.12
Djibouti,DJI,1978,Djibouti_1978,0.93
Djibouti,DJI,1979,Djibouti_1979,0.45
Djibouti,DJI,1980,Djibouti_1980,0.38
Djibouti,DJI,1981,Djibouti_1981,0.48
Djibouti,DJI,1982,Djibouti_1982,0.49
Djibouti,DJI,1983,Djibouti_1983,0.59
Djibouti,DJI,1984,Djibouti_1984,0.45
Djibouti,DJI,1985,Djibouti_1985,0.5
Djibouti,DJI,1986,Djibouti_1986,0.43
Djibouti,DJI,1987,Djibouti_1987,0.48
Djibouti,DJI,1988,Djibouti_1988,0.37
Djibouti,DJI,1989,Djibouti_1989,0.35
Djibouti,DJI,1990,Djibouti_1990,0.37
Djibouti,DJI,1991,Djibouti_1991,0.36
Djibouti,DJI,1992,Djibouti_1992,0.33
Djibouti,DJI,1993,Djibouti_1993,0.4
Djibouti,DJI,1994,Djibouti_1994,0.28
Djibouti,DJI,1995,Djibouti_1995,0.2
Djibouti,DJI,1996,Djibouti_1996,0.26
Djibouti,DJI,1997,Djibouti_1997,0.25
Djibouti,DJI,1998,Djibouti_1998,0.24
Djibouti,DJI,1999,Djibouti_1999,0.22
Djibouti,DJI,2000,Djibouti_2000,0.23
Djibouti,DJI,2001,Djibouti_2001,0.22
Djibouti,DJI,2002,Djibouti_2002,0.3
Djibouti,DJI,2003,Djibouti_2003,0.24
Djibouti,DJI,2004,Djibouti_2004,0.24
Djibouti,DJI,2005,Djibouti_2005,0.21
Djibouti,DJI,2006,Djibouti_2006,0.2
Djibouti,DJI,2007,Djibouti_2007,0.18
Djibouti,DJI,2008,Djibouti_2008,0.21
Djibouti,DJI,2009,Djibouti_2009,0.21
Djibouti,DJI,2010,Djibouti_2010,0.2
Djibouti,DJI,2011,Djibouti_2011,0.12
Djibouti,DJI,2012,Djibouti_2012,0.16
Djibouti,DJI,2013,Djibouti_2013,0.11
Djibouti,DJI,2014,Djibouti_2014,0.12
Dominica,DMA,1990,Dominica_1990,1.05
Dominica,DMA,1991,Dominica_1991,1.36
Dominica,DMA,1992,Dominica_1992,1.91
Dominica,DMA,1993,Dominica_1993,2.13
Dominica,DMA,1994,Dominica_1994,1.86
Dominica,DMA,1995,Dominica_1995,2.46
Dominica,DMA,1996,Dominica_1996,0.45
Dominica,DMA,1997,Dominica_1997,0.88
Dominica,DMA,1998,Dominica_1998,0.34
Dominica,DMA,1999,Dominica_1999,0.46
Dominica,DMA,2000,Dominica_2000,0.81
Dominica,DMA,2001,Dominica_2001,1
Dominica,DMA,2002,Dominica_2002,0.84
Dominica,DMA,2003,Dominica_2003,0.31
Dominica,DMA,2004,Dominica_2004,0.88
Dominica,DMA,2005,Dominica_2005,0.5
Dominica,DMA,2006,Dominica_2006,0.77
Dominica,DMA,2007,Dominica_2007,0.83
Dominica,DMA,2008,Dominica_2008,0.98
Dominica,DMA,2009,Dominica_2009,0.43
Dominica,DMA,2010,Dominica_2010,0.48
Dominica,DMA,2011,Dominica_2011,0.11
Dominican Republic,DOM,1961,Dominican Republic_1961,0.22
Dominican Republic,DOM,1962,Dominican Republic_1962,0.57
Dominican Republic,DOM,1963,Dominican Republic_1963,0.71
Dominican Republic,DOM,1964,Dominican Republic_1964,0.71
Dominican Republic,DOM,1965,Dominican Republic_1965,0.45
Dominican Republic,DOM,1966,Dominican Republic_1966,0.44
Dominican Republic,DOM,1967,Dominican Republic_1967,0.38
Dominican Republic,DOM,1968,Dominican Republic_1968,0.52
Dominican Republic,DOM,1969,Dominican Republic_1969,0.63
Dominican Republic,DOM,1970,Dominican Republic_1970,0.7
Dominican Republic,DOM,1971,Dominican Republic_1971,0.79
Dominican Republic,DOM,1972,Dominican Republic_1972,0.89
Dominican Republic,DOM,1973,Dominican Republic_1973,0.85
Dominican Republic,DOM,1974,Dominican Republic_1974,0.83
Dominican Republic,DOM,1975,Dominican Republic_1975,0.74
Dominican Republic,DOM,1976,Dominican Republic_1976,0.76
Dominican Republic,DOM,1977,Dominican Republic_1977,1
Dominican Republic,DOM,1978,Dominican Republic_1978,1.18
Dominican Republic,DOM,1979,Dominican Republic_1979,1.43
Dominican Republic,DOM,1980,Dominican Republic_1980,1.61
Dominican Republic,DOM,1981,Dominican Republic_1981,1.71
Dominican Republic,DOM,1982,Dominican Republic_1982,1.46
Dominican Republic,DOM,1983,Dominican Republic_1983,1.23
Dominican Republic,DOM,1984,Dominican Republic_1984,1.08
Dominican Republic,DOM,1985,Dominican Republic_1985,1.2
Dominican Republic,DOM,1986,Dominican Republic_1986,1.24
Dominican Republic,DOM,1987,Dominican Republic_1987,1.32
Dominican Republic,DOM,1988,Dominican Republic_1988,1.54
Dominican Republic,DOM,1989,Dominican Republic_1989,1.54
Dominican Republic,DOM,1990,Dominican Republic_1990,1.5
Dominican Republic,DOM,1991,Dominican Republic_1991,1.55
Dominican Republic,DOM,1992,Dominican Republic_1992,2.16
Dominican Republic,DOM,1993,Dominican Republic_1993,1.93
Dominican Republic,DOM,1994,Dominican Republic_1994,2.2
Dominican Republic,DOM,1995,Dominican Republic_1995,2.01
Dominican Republic,DOM,1996,Dominican Republic_1996,1.95
Dominican Republic,DOM,1997,Dominican Republic_1997,2.18
Dominican Republic,DOM,1998,Dominican Republic_1998,2.54
Dominican Republic,DOM,1999,Dominican Republic_1999,2.79
Dominican Republic,DOM,2000,Dominican Republic_2000,2.63
Dominican Republic,DOM,2001,Dominican Republic_2001,2.38
Dominican Republic,DOM,2002,Dominican Republic_2002,2.69
Dominican Republic,DOM,2003,Dominican Republic_2003,2.62
Dominican Republic,DOM,2004,Dominican Republic_2004,2.04
Dominican Republic,DOM,2005,Dominican Republic_2005,2.71
Dominican Republic,DOM,2006,Dominican Republic_2006,3.33
Dominican Republic,DOM,2007,Dominican Republic_2007,2.88
Dominican Republic,DOM,2008,Dominican Republic_2008,3.03
Dominican Republic,DOM,2009,Dominican Republic_2009,3.19
Dominican Republic,DOM,2010,Dominican Republic_2010,3.22
Dominican Republic,DOM,2011,Dominican Republic_2011,3.2
Dominican Republic,DOM,2012,Dominican Republic_2012,3.24
Dominican Republic,DOM,2013,Dominican Republic_2013,3.28
Dominican Republic,DOM,2014,Dominican Republic_2014,3.35
Ecuador,ECU,1961,Ecuador_1961,0.68
Ecuador,ECU,1962,Ecuador_1962,0.65
Ecuador,ECU,1963,Ecuador_1963,0.58
Ecuador,ECU,1964,Ecuador_1964,0.68
Ecuador,ECU,1965,Ecuador_1965,0.67
Ecuador,ECU,1966,Ecuador_1966,0.68
Ecuador,ECU,1967,Ecuador_1967,0.66
Ecuador,ECU,1968,Ecuador_1968,0.72
Ecuador,ECU,1969,Ecuador_1969,0.82
Ecuador,ECU,1970,Ecuador_1970,0.88
Ecuador,ECU,1971,Ecuador_1971,0.83
Ecuador,ECU,1972,Ecuador_1972,0.94
Ecuador,ECU,1973,Ecuador_1973,1.05
Ecuador,ECU,1974,Ecuador_1974,1.1
Ecuador,ECU,1975,Ecuador_1975,1.23
Ecuador,ECU,1976,Ecuador_1976,1.54
Ecuador,ECU,1977,Ecuador_1977,1.64
Ecuador,ECU,1978,Ecuador_1978,2.07
Ecuador,ECU,1979,Ecuador_1979,2.05
Ecuador,ECU,1980,Ecuador_1980,1.78
Ecuador,ECU,1981,Ecuador_1981,1.72
Ecuador,ECU,1982,Ecuador_1982,1.63
Ecuador,ECU,1983,Ecuador_1983,1.57
Ecuador,ECU,1984,Ecuador_1984,1.3
Ecuador,ECU,1985,Ecuador_1985,1.26
Ecuador,ECU,1986,Ecuador_1986,1.38
Ecuador,ECU,1987,Ecuador_1987,1.47
Ecuador,ECU,1988,Ecuador_1988,2.16
Ecuador,ECU,1989,Ecuador_1989,1.59
Ecuador,ECU,1990,Ecuador_1990,1.09
Ecuador,ECU,1991,Ecuador_1991,1.3
Ecuador,ECU,1992,Ecuador_1992,1.37
Ecuador,ECU,1993,Ecuador_1993,1.21
Ecuador,ECU,1994,Ecuador_1994,0.72
Ecuador,ECU,1995,Ecuador_1995,0.59
Ecuador,ECU,1996,Ecuador_1996,0.64
Ecuador,ECU,1997,Ecuador_1997,1.16
Ecuador,ECU,1998,Ecuador_1998,1.4
Ecuador,ECU,1999,Ecuador_1999,1.28
Ecuador,ECU,2000,Ecuador_2000,1.35
Ecuador,ECU,2001,Ecuador_2001,1.5
Ecuador,ECU,2002,Ecuador_2002,1.64
Ecuador,ECU,2003,Ecuador_2003,1.75
Ecuador,ECU,2004,Ecuador_2004,1.81
Ecuador,ECU,2005,Ecuador_2005,1.92
Ecuador,ECU,2006,Ecuador_2006,2.1
Ecuador,ECU,2007,Ecuador_2007,2.16
Ecuador,ECU,2008,Ecuador_2008,2.39
Ecuador,ECU,2009,Ecuador_2009,2.62
Ecuador,ECU,2010,Ecuador_2010,2.67
Ecuador,ECU,2011,Ecuador_2011,2.78
Ecuador,ECU,2012,Ecuador_2012,2.88
Ecuador,ECU,2013,Ecuador_2013,2.96
Ecuador,ECU,2014,Ecuador_2014,2.99
Egypt,EGY,1961,Egypt_1961,0.04
Egypt,EGY,1962,Egypt_1962,0.05
Egypt,EGY,1963,Egypt_1963,0.05
Egypt,EGY,1964,Egypt_1964,0.05
Egypt,EGY,1965,Egypt_1965,0.05
Egypt,EGY,1966,Egypt_1966,0.05
Egypt,EGY,1967,Egypt_1967,0.05
Egypt,EGY,1968,Egypt_1968,0.04
Egypt,EGY,1969,Egypt_1969,0.04
Egypt,EGY,1970,Egypt_1970,0.05
Egypt,EGY,1971,Egypt_1971,0.05
Egypt,EGY,1972,Egypt_1972,0.05
Egypt,EGY,1973,Egypt_1973,0.06
Egypt,EGY,1974,Egypt_1974,0.05
Egypt,EGY,1975,Egypt_1975,0.05
Egypt,EGY,1976,Egypt_1976,0.06
Egypt,EGY,1977,Egypt_1977,0.07
Egypt,EGY,1978,Egypt_1978,0.08
Egypt,EGY,1979,Egypt_1979,0.06
Egypt,EGY,1980,Egypt_1980,0.07
Egypt,EGY,1981,Egypt_1981,0.08
Egypt,EGY,1982,Egypt_1982,0.08
Egypt,EGY,1983,Egypt_1983,0.05
Egypt,EGY,1984,Egypt_1984,0.06
Egypt,EGY,1985,Egypt_1985,0.06
Egypt,EGY,1986,Egypt_1986,0.07
Egypt,EGY,1987,Egypt_1987,0.07
Egypt,EGY,1988,Egypt_1988,0.07
Egypt,EGY,1989,Egypt_1989,0.07
Egypt,EGY,1990,Egypt_1990,0.08
Egypt,EGY,1991,Egypt_1991,0.07
Egypt,EGY,1992,Egypt_1992,0.06
Egypt,EGY,1993,Egypt_1993,0.05
Egypt,EGY,1994,Egypt_1994,0.05
Egypt,EGY,1995,Egypt_1995,0.05
Egypt,EGY,1996,Egypt_1996,0.05
Egypt,EGY,1997,Egypt_1997,0.05
Egypt,EGY,1998,Egypt_1998,0.05
Egypt,EGY,1999,Egypt_1999,0.05
Egypt,EGY,2000,Egypt_2000,0.06
Egypt,EGY,2001,Egypt_2001,0.06
Egypt,EGY,2002,Egypt_2002,0.07
Egypt,EGY,2003,Egypt_2003,0.07
Egypt,EGY,2004,Egypt_2004,0.08
Egypt,EGY,2005,Egypt_2005,0.09
Egypt,EGY,2006,Egypt_2006,0.11
Egypt,EGY,2007,Egypt_2007,0.11
Egypt,EGY,2008,Egypt_2008,0.12
Egypt,EGY,2009,Egypt_2009,0.12
Egypt,EGY,2010,Egypt_2010,0.12
Egypt,EGY,2011,Egypt_2011,0.14
Egypt,EGY,2012,Egypt_2012,0.13
Egypt,EGY,2013,Egypt_2013,0.14
Egypt,EGY,2014,Egypt_2014,0.14
El Salvador,SLV,1961,El Salvador_1961,0.43
El Salvador,SLV,1962,El Salvador_1962,0.43
El Salvador,SLV,1963,El Salvador_1963,0.41
El Salvador,SLV,1964,El Salvador_1964,0.37
El Salvador,SLV,1965,El Salvador_1965,0.37
El Salvador,SLV,1966,El Salvador_1966,0.35
El Salvador,SLV,1967,El Salvador_1967,0.34
El Salvador,SLV,1968,El Salvador_1968,0.34
El Salvador,SLV,1969,El Salvador_1969,0.37
El Salvador,SLV,1970,El Salvador_1970,0.46
El Salvador,SLV,1971,El Salvador_1971,0.46
El Salvador,SLV,1972,El Salvador_1972,0.5
El Salvador,SLV,1973,El Salvador_1973,0.5
El Salvador,SLV,1974,El Salvador_1974,0.68
El Salvador,SLV,1975,El Salvador_1975,0.78
El Salvador,SLV,1976,El Salvador_1976,0.85
El Salvador,SLV,1977,El Salvador_1977,0.86
El Salvador,SLV,1978,El Salvador_1978,0.87
El Salvador,SLV,1979,El Salvador_1979,0.85
El Salvador,SLV,1980,El Salvador_1980,0.82
El Salvador,SLV,1981,El Salvador_1981,0.84
El Salvador,SLV,1982,El Salvador_1982,0.73
El Salvador,SLV,1983,El Salvador_1983,0.59
El Salvador,SLV,1984,El Salvador_1984,0.71
El Salvador,SLV,1985,El Salvador_1985,0.77
El Salvador,SLV,1986,El Salvador_1986,0.9
El Salvador,SLV,1987,El Salvador_1987,0.9
El Salvador,SLV,1988,El Salvador_1988,0.86
El Salvador,SLV,1989,El Salvador_1989,0.81
El Salvador,SLV,1990,El Salvador_1990,0.93
El Salvador,SLV,1991,El Salvador_1991,1
El Salvador,SLV,1992,El Salvador_1992,1.24
El Salvador,SLV,1993,El Salvador_1993,1.34
El Salvador,SLV,1994,El Salvador_1994,1.27
El Salvador,SLV,1995,El Salvador_1995,1.4
El Salvador,SLV,1996,El Salvador_1996,1.32
El Salvador,SLV,1997,El Salvador_1997,1.21
El Salvador,SLV,1998,El Salvador_1998,1.12
El Salvador,SLV,1999,El Salvador_1999,1.28
El Salvador,SLV,2000,El Salvador_2000,1.09
El Salvador,SLV,2001,El Salvador_2001,1.12
El Salvador,SLV,2002,El Salvador_2002,1.14
El Salvador,SLV,2003,El Salvador_2003,1.12
El Salvador,SLV,2004,El Salvador_2004,1.13
El Salvador,SLV,2005,El Salvador_2005,0.99
El Salvador,SLV,2006,El Salvador_2006,1.06
El Salvador,SLV,2007,El Salvador_2007,1.09
El Salvador,SLV,2008,El Salvador_2008,1.04
El Salvador,SLV,2009,El Salvador_2009,0.99
El Salvador,SLV,2010,El Salvador_2010,1
El Salvador,SLV,2011,El Salvador_2011,1.01
El Salvador,SLV,2012,El Salvador_2012,1.09
El Salvador,SLV,2013,El Salvador_2013,1.12
El Salvador,SLV,2014,El Salvador_2014,1.16
Equatorial Guinea,GNQ,1983,Equatorial Guinea_1983,0.06
Equatorial Guinea,GNQ,1984,Equatorial Guinea_1984,0.08
Equatorial Guinea,GNQ,1985,Equatorial Guinea_1985,0.25
Equatorial Guinea,GNQ,1986,Equatorial Guinea_1986,0.54
Equatorial Guinea,GNQ,1987,Equatorial Guinea_1987,0.33
Equatorial Guinea,GNQ,1988,Equatorial Guinea_1988,0.55
Equatorial Guinea,GNQ,1989,Equatorial Guinea_1989,0.67
Equatorial Guinea,GNQ,1990,Equatorial Guinea_1990,0.87
Equatorial Guinea,GNQ,1991,Equatorial Guinea_1991,0.69
Equatorial Guinea,GNQ,1992,Equatorial Guinea_1992,1.3
Equatorial Guinea,GNQ,1993,Equatorial Guinea_1993,1.47
Equatorial Guinea,GNQ,1994,Equatorial Guinea_1994,0.31
Equatorial Guinea,GNQ,1995,Equatorial Guinea_1995,1.64
Equatorial Guinea,GNQ,1996,Equatorial Guinea_1996,2.05
Equatorial Guinea,GNQ,1997,Equatorial Guinea_1997,2.01
Equatorial Guinea,GNQ,1998,Equatorial Guinea_1998,1.96
Equatorial Guinea,GNQ,1999,Equatorial Guinea_1999,0.45
Equatorial Guinea,GNQ,2000,Equatorial Guinea_2000,0.69
Equatorial Guinea,GNQ,2001,Equatorial Guinea_2001,0.81
Equatorial Guinea,GNQ,2002,Equatorial Guinea_2002,1.23
Equatorial Guinea,GNQ,2003,Equatorial Guinea_2003,2.18
Equatorial Guinea,GNQ,2004,Equatorial Guinea_2004,1.06
Equatorial Guinea,GNQ,2005,Equatorial Guinea_2005,3.14
Equatorial Guinea,GNQ,2006,Equatorial Guinea_2006,3.41
Equatorial Guinea,GNQ,2007,Equatorial Guinea_2007,3.23
Equatorial Guinea,GNQ,2008,Equatorial Guinea_2008,4.03
Equatorial Guinea,GNQ,2009,Equatorial Guinea_2009,4.15
Equatorial Guinea,GNQ,2010,Equatorial Guinea_2010,6.26
Equatorial Guinea,GNQ,2011,Equatorial Guinea_2011,7.47
Equatorial Guinea,GNQ,2012,Equatorial Guinea_2012,8.11
Equatorial Guinea,GNQ,2013,Equatorial Guinea_2013,9.01
Eritrea,ERI,1961,Eritrea_1961,0.86
Eritrea,ERI,1962,Eritrea_1962,0.83
Eritrea,ERI,1963,Eritrea_1963,0.81
Eritrea,ERI,1964,Eritrea_1964,0.79
Eritrea,ERI,1965,Eritrea_1965,0.77
Eritrea,ERI,1966,Eritrea_1966,0.75
Eritrea,ERI,1967,Eritrea_1967,0.74
Eritrea,ERI,1968,Eritrea_1968,0.72
Eritrea,ERI,1969,Eritrea_1969,0.61
Eritrea,ERI,1970,Eritrea_1970,0.68
Eritrea,ERI,1971,Eritrea_1971,0.59
Eritrea,ERI,1972,Eritrea_1972,0.57
Eritrea,ERI,1973,Eritrea_1973,0.55
Eritrea,ERI,1974,Eritrea_1974,0.57
Eritrea,ERI,1976,Eritrea_1976,0.58
Eritrea,ERI,1977,Eritrea_1977,0.55
Eritrea,ERI,1978,Eritrea_1978,0.51
Eritrea,ERI,1979,Eritrea_1979,0.63
Eritrea,ERI,1980,Eritrea_1980,0.17
Eritrea,ERI,1981,Eritrea_1981,0.16
Eritrea,ERI,1982,Eritrea_1982,0.16
Eritrea,ERI,1983,Eritrea_1983,0.15
Eritrea,ERI,1984,Eritrea_1984,0.16
Eritrea,ERI,1985,Eritrea_1985,0.15
Eritrea,ERI,1986,Eritrea_1986,0.08
Eritrea,ERI,1987,Eritrea_1987,0.11
Eritrea,ERI,1988,Eritrea_1988,0.11
Eritrea,ERI,1989,Eritrea_1989,0.08
Eritrea,ERI,1990,Eritrea_1990,0.06
Eritrea,ERI,1991,Eritrea_1991,0.06
Eritrea,ERI,1992,Eritrea_1992,0.19
Eritrea,ERI,1993,Eritrea_1993,0.33
Eritrea,ERI,1994,Eritrea_1994,0.54
Eritrea,ERI,1995,Eritrea_1995,1.13
Eritrea,ERI,1996,Eritrea_1996,0.87
Eritrea,ERI,1997,Eritrea_1997,0.93
Eritrea,ERI,1998,Eritrea_1998,0.93
Eritrea,ERI,1999,Eritrea_1999,1.07
Eritrea,ERI,2000,Eritrea_2000,0.48
Eritrea,ERI,2001,Eritrea_2001,0.45
Eritrea,ERI,2002,Eritrea_2002,0.43
Eritrea,ERI,2003,Eritrea_2003,0.4
Eritrea,ERI,2004,Eritrea_2004,0.53
Eritrea,ERI,2005,Eritrea_2005,0.62
Eritrea,ERI,2006,Eritrea_2006,0.5
Eritrea,ERI,2007,Eritrea_2007,0.38
Eritrea,ERI,2008,Eritrea_2008,0.33
Eritrea,ERI,2009,Eritrea_2009,0.41
Eritrea,ERI,2010,Eritrea_2010,0.4
Eritrea,ERI,2011,Eritrea_2011,0.38
Estonia,EST,2002,Estonia_2002,4.99
Estonia,EST,2003,Estonia_2003,4.75
Estonia,EST,2004,Estonia_2004,5.35
Estonia,EST,2005,Estonia_2005,6.04
Estonia,EST,2006,Estonia_2006,6.48
Estonia,EST,2007,Estonia_2007,6.5
Estonia,EST,2008,Estonia_2008,6.02
Estonia,EST,2009,Estonia_2009,5.68
Estonia,EST,2010,Estonia_2010,5.87
Ethiopia,ETH,1961,Ethiopia_1961,0.86
Ethiopia,ETH,1962,Ethiopia_1962,0.86
Ethiopia,ETH,1963,Ethiopia_1963,0.85
Ethiopia,ETH,1964,Ethiopia_1964,0.84
Ethiopia,ETH,1965,Ethiopia_1965,0.89
Ethiopia,ETH,1966,Ethiopia_1966,0.88
Ethiopia,ETH,1967,Ethiopia_1967,0.84
Ethiopia,ETH,1968,Ethiopia_1968,0.81
Ethiopia,ETH,1969,Ethiopia_1969,0.82
Ethiopia,ETH,1970,Ethiopia_1970,0.83
Ethiopia,ETH,1971,Ethiopia_1971,0.84
Ethiopia,ETH,1972,Ethiopia_1972,0.78
Ethiopia,ETH,1973,Ethiopia_1973,0.7
Ethiopia,ETH,1974,Ethiopia_1974,0.7
Ethiopia,ETH,1975,Ethiopia_1975,0.58
Ethiopia,ETH,1976,Ethiopia_1976,0.48
Ethiopia,ETH,1977,Ethiopia_1977,0.79
Ethiopia,ETH,1978,Ethiopia_1978,0.61
Ethiopia,ETH,1979,Ethiopia_1979,0.84
Ethiopia,ETH,1980,Ethiopia_1980,0.78
Ethiopia,ETH,1981,Ethiopia_1981,0.76
Ethiopia,ETH,1982,Ethiopia_1982,0.65
Ethiopia,ETH,1983,Ethiopia_1983,0.83
Ethiopia,ETH,1984,Ethiopia_1984,0.58
Ethiopia,ETH,1985,Ethiopia_1985,0.54
Ethiopia,ETH,1986,Ethiopia_1986,0.53
Ethiopia,ETH,1987,Ethiopia_1987,0.54
Ethiopia,ETH,1988,Ethiopia_1988,0.56
Ethiopia,ETH,1989,Ethiopia_1989,0.67
Ethiopia,ETH,1990,Ethiopia_1990,0.67
Ethiopia,ETH,1991,Ethiopia_1991,0.49
Ethiopia,ETH,1992,Ethiopia_1992,0.46
Ethiopia,ETH,1993,Ethiopia_1993,0.48
Ethiopia,ETH,1994,Ethiopia_1994,0.43
Ethiopia,ETH,1995,Ethiopia_1995,0.49
Ethiopia,ETH,1996,Ethiopia_1996,0.5
Ethiopia,ETH,1997,Ethiopia_1997,0.52
Ethiopia,ETH,1998,Ethiopia_1998,0.5
Ethiopia,ETH,1999,Ethiopia_1999,0.51
Ethiopia,ETH,2000,Ethiopia_2000,0.19
Ethiopia,ETH,2001,Ethiopia_2001,0.2
Ethiopia,ETH,2002,Ethiopia_2002,0.2
Ethiopia,ETH,2003,Ethiopia_2003,0.19
Ethiopia,ETH,2004,Ethiopia_2004,0.22
Ethiopia,ETH,2005,Ethiopia_2005,0.25
Ethiopia,ETH,2006,Ethiopia_2006,0.34
Ethiopia,ETH,2007,Ethiopia_2007,0.36
Ethiopia,ETH,2008,Ethiopia_2008,0.34
Ethiopia,ETH,2009,Ethiopia_2009,0.32
Ethiopia,ETH,2010,Ethiopia_2010,0.36
Ethiopia,ETH,2011,Ethiopia_2011,0.35
Ethiopia,ETH,2012,Ethiopia_2012,0.78
Ethiopia,ETH,2013,Ethiopia_2013,0.78
Fiji,FJI,1961,Fiji_1961,0.69
Fiji,FJI,1962,Fiji_1962,0.59
Fiji,FJI,1963,Fiji_1963,0.57
Fiji,FJI,1964,Fiji_1964,0.72
Fiji,FJI,1965,Fiji_1965,0.74
Fiji,FJI,1966,Fiji_1966,0.76
Fiji,FJI,1967,Fiji_1967,0.75
Fiji,FJI,1968,Fiji_1968,0.88
Fiji,FJI,1969,Fiji_1969,1.01
Fiji,FJI,1970,Fiji_1970,1.22
Fiji,FJI,1971,Fiji_1971,1.37
Fiji,FJI,1972,Fiji_1972,1.55
Fiji,FJI,1973,Fiji_1973,1.72
Fiji,FJI,1974,Fiji_1974,2.04
Fiji,FJI,1975,Fiji_1975,2.07
Fiji,FJI,1976,Fiji_1976,2.07
Fiji,FJI,1977,Fiji_1977,2.05
Fiji,FJI,1978,Fiji_1978,1.99
Fiji,FJI,1979,Fiji_1979,2.14
Fiji,FJI,1980,Fiji_1980,2.1
Fiji,FJI,1981,Fiji_1981,2.1
Fiji,FJI,1982,Fiji_1982,2.16
Fiji,FJI,1983,Fiji_1983,2.07
Fiji,FJI,1984,Fiji_1984,1.97
Fiji,FJI,1985,Fiji_1985,1.86
Fiji,FJI,1986,Fiji_1986,1.65
Fiji,FJI,1987,Fiji_1987,1.51
Fiji,FJI,1988,Fiji_1988,1.59
Fiji,FJI,1989,Fiji_1989,1.78
Fiji,FJI,1990,Fiji_1990,2.16
Fiji,FJI,1991,Fiji_1991,2.03
Fiji,FJI,1992,Fiji_1992,1.91
Fiji,FJI,1993,Fiji_1993,1.82
Fiji,FJI,1994,Fiji_1994,1.72
Fiji,FJI,1995,Fiji_1995,1.63
Fiji,FJI,1996,Fiji_1996,1.72
Fiji,FJI,1997,Fiji_1997,1.7
Fiji,FJI,1998,Fiji_1998,1.7
Fiji,FJI,1999,Fiji_1999,1.79
Fiji,FJI,2000,Fiji_2000,1.76
Fiji,FJI,2001,Fiji_2001,1.67
Fiji,FJI,2002,Fiji_2002,1.67
Fiji,FJI,2003,Fiji_2003,1.47
Fiji,FJI,2004,Fiji_2004,1.44
Fiji,FJI,2005,Fiji_2005,1.42
Fiji,FJI,2006,Fiji_2006,1.37
Fiji,FJI,2007,Fiji_2007,1.36
Fiji,FJI,2008,Fiji_2008,1.35
Fiji,FJI,2009,Fiji_2009,1.34
Fiji,FJI,2010,Fiji_2010,1.35
Finland,FIN,1961,Finland_1961,0.57
Finland,FIN,1962,Finland_1962,0.61
Finland,FIN,1963,Finland_1963,0.64
Finland,FIN,1964,Finland_1964,0.69
Finland,FIN,1965,Finland_1965,0.78
Finland,FIN,1966,Finland_1966,0.88
Finland,FIN,1967,Finland_1967,1.01
Finland,FIN,1968,Finland_1968,1.28
Finland,FIN,1969,Finland_1969,2.86
Finland,FIN,1970,Finland_1970,2.69
Finland,FIN,1971,Finland_1971,2.78
Finland,FIN,1972,Finland_1972,3.04
Finland,FIN,1973,Finland_1973,3.09
Finland,FIN,1974,Finland_1974,3.24
Finland,FIN,1975,Finland_1975,3.11
Finland,FIN,1976,Finland_1976,3.12
Finland,FIN,1977,Finland_1977,3.18
Finland,FIN,1978,Finland_1978,3.15
Finland,FIN,1979,Finland_1979,3.21
Finland,FIN,1980,Finland_1980,3.26
Finland,FIN,1981,Finland_1981,3.25
Finland,FIN,1982,Finland_1982,3.17
Finland,FIN,1983,Finland_1983,3.23
Finland,FIN,1984,Finland_1984,3.35
Finland,FIN,1985,Finland_1985,3.48
Finland,FIN,1986,Finland_1986,3.7
Finland,FIN,1987,Finland_1987,3.88
Finland,FIN,1988,Finland_1988,4.23
Finland,FIN,1989,Finland_1989,4.55
Finland,FIN,1990,Finland_1990,4.78
Finland,FIN,1991,Finland_1991,4.82
Finland,FIN,1992,Finland_1992,4.89
Finland,FIN,1993,Finland_1993,4.71
Finland,FIN,1994,Finland_1994,4.56
Finland,FIN,1995,Finland_1995,4.48
Finland,FIN,1996,Finland_1996,4.43
Finland,FIN,1997,Finland_1997,4.51
Finland,FIN,1998,Finland_1998,4.38
Finland,FIN,1999,Finland_1999,4.34
Finland,FIN,2000,Finland_2000,4.27
Finland,FIN,2001,Finland_2001,4.37
Finland,FIN,2002,Finland_2002,4.43
Finland,FIN,2003,Finland_2003,4.37
Finland,FIN,2004,Finland_2004,4.57
Finland,FIN,2005,Finland_2005,4.59
Finland,FIN,2006,Finland_2006,4.57
Finland,FIN,2007,Finland_2007,4.7
Finland,FIN,2008,Finland_2008,4.62
Finland,FIN,2009,Finland_2009,4.54
Finland,FIN,2010,Finland_2010,4.47
Finland,FIN,2011,Finland_2011,4.61
Finland,FIN,2012,Finland_2012,4.27
Finland,FIN,2013,Finland_2013,4.28
Finland,FIN,2014,Finland_2014,4.22
France,FRA,1961,France_1961,2.53
