Entity,Code,Year,,"Indicator:Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol) - Beverage Types:Beer (litres of pure alcohol)"
France,FRA,1962,France_1962,1.82
France,FRA,1963,France_1963,2.47
France,FRA,1964,France_1964,2.76
France,FRA,1965,France_1965,2.63
France,FRA,1966,France_1966,2.71
France,FRA,1967,France_1967,2.73
France,FRA,1968,France_1968,2.67
France,FRA,1969,France_1969,2.71
France,FRA,1970,France_1970,2.75
France,FRA,1971,France_1971,2.78
France,FRA,1972,France_1972,2.67
France,FRA,1973,France_1973,2.94
France,FRA,1974,France_1974,2.91
France,FRA,1975,France_1975,2.95
France,FRA,1976,France_1976,3.19
France,FRA,1977,France_1977,3.01
France,FRA,1978,France_1978,2.94
France,FRA,1979,France_1979,2.94
France,FRA,1980,France_1980,2.85
France,FRA,1981,France_1981,2.82
France,FRA,1982,France_1982,2.79
France,FRA,1983,France_1983,2.78
France,FRA,1984,France_1984,2.62
France,FRA,1985,France_1985,2.54
France,FRA,1986,France_1986,2.55
France,FRA,1987,France_1987,2.45
France,FRA,1988,France_1988,2.47
France,FRA,1989,France_1989,2.56
France,FRA,1990,France_1990,2.6
France,FRA,1991,France_1991,2.53
France,FRA,1992,France_1992,2.56
France,FRA,1993,France_1993,2.44
France,FRA,1994,France_1994,2.45
France,FRA,1995,France_1995,2.43
France,FRA,1996,France_1996,2.45
France,FRA,1997,France_1997,2.29
France,FRA,1998,France_1998,2.38
France,FRA,1999,France_1999,2.39
France,FRA,2000,France_2000,2.08
France,FRA,2001,France_2001,2.15
France,FRA,2002,France_2002,2.25
France,FRA,2003,France_2003,2.29
France,FRA,2004,France_2004,2.24
France,FRA,2005,France_2005,2.3
France,FRA,2006,France_2006,2.4
France,FRA,2007,France_2007,2.3
France,FRA,2008,France_2008,2.2
France,FRA,2009,France_2009,2.2
France,FRA,2010,France_2010,2.2
France,FRA,2011,France_2011,2.1
France,FRA,2012,France_2012,2.1
France,FRA,2013,France_2013,1.8
France,FRA,2014,France_2014,2.3
Gabon,GAB,1961,Gabon_1961,1.75
Gabon,GAB,1962,Gabon_1962,1.71
Gabon,GAB,1963,Gabon_1963,1.47
Gabon,GAB,1964,Gabon_1964,2.69
Gabon,GAB,1965,Gabon_1965,1.81
Gabon,GAB,1966,Gabon_1966,1.63
Gabon,GAB,1967,Gabon_1967,1.81
Gabon,GAB,1968,Gabon_1968,0.85
Gabon,GAB,1969,Gabon_1969,1.15
Gabon,GAB,1970,Gabon_1970,1.65
Gabon,GAB,1971,Gabon_1971,2.02
Gabon,GAB,1972,Gabon_1972,2.23
Gabon,GAB,1973,Gabon_1973,2.47
Gabon,GAB,1974,Gabon_1974,3.13
Gabon,GAB,1975,Gabon_1975,4.19
Gabon,GAB,1976,Gabon_1976,4.52
Gabon,GAB,1977,Gabon_1977,5.34
Gabon,GAB,1978,Gabon_1978,5.84
Gabon,GAB,1979,Gabon_1979,5.82
Gabon,GAB,1980,Gabon_1980,6.21
Gabon,GAB,1981,Gabon_1981,6.05
Gabon,GAB,1982,Gabon_1982,7.56
Gabon,GAB,1983,Gabon_1983,7.59
Gabon,GAB,1984,Gabon_1984,7.62
Gabon,GAB,1985,Gabon_1985,8.33
Gabon,GAB,1986,Gabon_1986,7.87
Gabon,GAB,1987,Gabon_1987,7.17
Gabon,GAB,1988,Gabon_1988,8.25
Gabon,GAB,1989,Gabon_1989,6.49
Gabon,GAB,1990,Gabon_1990,7.02
Gabon,GAB,1991,Gabon_1991,7.8
Gabon,GAB,1992,Gabon_1992,6.29
Gabon,GAB,1993,Gabon_1993,5.86
Gabon,GAB,1994,Gabon_1994,5.15
Gabon,GAB,1995,Gabon_1995,6.61
Gabon,GAB,1996,Gabon_1996,5.73
Gabon,GAB,1997,Gabon_1997,5.69
Gabon,GAB,1998,Gabon_1998,5.54
Gabon,GAB,1999,Gabon_1999,5.89
Gabon,GAB,2000,Gabon_2000,5.88
Gabon,GAB,2001,Gabon_2001,6.05
Gabon,GAB,2002,Gabon_2002,5.36
Gabon,GAB,2003,Gabon_2003,4.87
Gabon,GAB,2004,Gabon_2004,4.87
Gabon,GAB,2005,Gabon_2005,5.33
Gabon,GAB,2006,Gabon_2006,5.55
Gabon,GAB,2007,Gabon_2007,5.81
Gabon,GAB,2008,Gabon_2008,6.24
Gabon,GAB,2009,Gabon_2009,6.08
Gabon,GAB,2010,Gabon_2010,5.96
Gabon,GAB,2011,Gabon_2011,5.79
Gabon,GAB,2012,Gabon_2012,5.83
Gabon,GAB,2013,Gabon_2013,6.22
Gambia,GMB,1961,Gambia_1961,0.12
Gambia,GMB,1962,Gambia_1962,0.12
Gambia,GMB,1963,Gambia_1963,0.11
Gambia,GMB,1964,Gambia_1964,0.11
Gambia,GMB,1965,Gambia_1965,0.11
Gambia,GMB,1966,Gambia_1966,0.1
Gambia,GMB,1967,Gambia_1967,0.09
Gambia,GMB,1968,Gambia_1968,0.09
Gambia,GMB,1969,Gambia_1969,0.1
Gambia,GMB,1970,Gambia_1970,0.09
Gambia,GMB,1971,Gambia_1971,0.1
Gambia,GMB,1972,Gambia_1972,0.09
Gambia,GMB,1973,Gambia_1973,0.09
Gambia,GMB,1974,Gambia_1974,0.08
Gambia,GMB,1975,Gambia_1975,0.05
Gambia,GMB,1976,Gambia_1976,0.04
Gambia,GMB,1977,Gambia_1977,0.03
Gambia,GMB,1978,Gambia_1978,0.04
Gambia,GMB,1979,Gambia_1979,0.05
Gambia,GMB,1980,Gambia_1980,0.02
Gambia,GMB,1981,Gambia_1981,0.03
Gambia,GMB,1982,Gambia_1982,0.05
Gambia,GMB,1983,Gambia_1983,0.06
Gambia,GMB,1984,Gambia_1984,0.04
Gambia,GMB,1985,Gambia_1985,0.06
Gambia,GMB,1986,Gambia_1986,0.08
Gambia,GMB,1987,Gambia_1987,0.07
Gambia,GMB,1988,Gambia_1988,0.07
Gambia,GMB,1989,Gambia_1989,0.06
Gambia,GMB,1990,Gambia_1990,0.05
Gambia,GMB,1991,Gambia_1991,0.03
Gambia,GMB,1992,Gambia_1992,0.05
Gambia,GMB,1993,Gambia_1993,0.05
Gambia,GMB,1994,Gambia_1994,0.05
Gambia,GMB,1995,Gambia_1995,0.01
Gambia,GMB,1996,Gambia_1996,0.05
Gambia,GMB,1997,Gambia_1997,0.05
Gambia,GMB,1998,Gambia_1998,0.04
Gambia,GMB,1999,Gambia_1999,0.17
Gambia,GMB,2000,Gambia_2000,0.2
Gambia,GMB,2001,Gambia_2001,0.19
Gambia,GMB,2002,Gambia_2002,0.2
Gambia,GMB,2003,Gambia_2003,0.23
Gambia,GMB,2004,Gambia_2004,0.25
Gambia,GMB,2005,Gambia_2005,0.23
Gambia,GMB,2006,Gambia_2006,0.24
Gambia,GMB,2007,Gambia_2007,0.24
Gambia,GMB,2008,Gambia_2008,0.18
Gambia,GMB,2009,Gambia_2009,0.17
Gambia,GMB,2010,Gambia_2010,0.17
Gambia,GMB,2011,Gambia_2011,0.27
Georgia,GEO,1990,Georgia_1990,0
Georgia,GEO,1991,Georgia_1991,0
Georgia,GEO,1992,Georgia_1992,0.04
Georgia,GEO,1993,Georgia_1993,0.06
Georgia,GEO,1994,Georgia_1994,0.11
Georgia,GEO,1995,Georgia_1995,0.29
Georgia,GEO,1996,Georgia_1996,0.18
Georgia,GEO,1997,Georgia_1997,0.15
Georgia,GEO,1998,Georgia_1998,0.14
Georgia,GEO,1999,Georgia_1999,0.17
Georgia,GEO,2000,Georgia_2000,0.41
Georgia,GEO,2001,Georgia_2001,0.45
Georgia,GEO,2002,Georgia_2002,0.5
Georgia,GEO,2003,Georgia_2003,0.56
Georgia,GEO,2004,Georgia_2004,0.59
Georgia,GEO,2005,Georgia_2005,0.78
Georgia,GEO,2006,Georgia_2006,0.86
Georgia,GEO,2007,Georgia_2007,1.07
Georgia,GEO,2008,Georgia_2008,1.15
Georgia,GEO,2009,Georgia_2009,0.87
Georgia,GEO,2010,Georgia_2010,1.36
Georgia,GEO,2011,Georgia_2011,1.84
Georgia,GEO,2012,Georgia_2012,1.2
Georgia,GEO,2013,Georgia_2013,1.28
Georgia,GEO,2014,Georgia_2014,1.51
Germany,DEU,1961,Germany_1961,6.47
Germany,DEU,1962,Germany_1962,6.86
Germany,DEU,1963,Germany_1963,7.26
Germany,DEU,1964,Germany_1964,7.85
Germany,DEU,1965,Germany_1965,7.88
Germany,DEU,1966,Germany_1966,8.14
Germany,DEU,1967,Germany_1967,8.21
Germany,DEU,1968,Germany_1968,8.34
Germany,DEU,1969,Germany_1969,8.99
Germany,DEU,1970,Germany_1970,9.14
Germany,DEU,1971,Germany_1971,9.38
Germany,DEU,1972,Germany_1972,9.43
Germany,DEU,1973,Germany_1973,9.49
Germany,DEU,1974,Germany_1974,9.45
Germany,DEU,1975,Germany_1975,9.42
Germany,DEU,1976,Germany_1976,9.51
Germany,DEU,1977,Germany_1977,9.29
Germany,DEU,1978,Germany_1978,9.02
Germany,DEU,1979,Germany_1979,8.93
Germany,DEU,1980,Germany_1980,8.95
Germany,DEU,1981,Germany_1981,8.98
Germany,DEU,1982,Germany_1982,9
Germany,DEU,1983,Germany_1983,8.97
Germany,DEU,1984,Germany_1984,8.67
Germany,DEU,1985,Germany_1985,8.66
Germany,DEU,1986,Germany_1986,8.68
Germany,DEU,1987,Germany_1987,8.52
Germany,DEU,1988,Germany_1988,8.45
Germany,DEU,1989,Germany_1989,8.47
Germany,DEU,1990,Germany_1990,8.51
Germany,DEU,1991,Germany_1991,8.09
Germany,DEU,1992,Germany_1992,8.22
Germany,DEU,1993,Germany_1993,7.48
Germany,DEU,1994,Germany_1994,7.61
Germany,DEU,1995,Germany_1995,7.52
Germany,DEU,1996,Germany_1996,7.29
Germany,DEU,1997,Germany_1997,7.24
Germany,DEU,1998,Germany_1998,7.02
Germany,DEU,1999,Germany_1999,7.57
Germany,DEU,2000,Germany_2000,7.16
Germany,DEU,2001,Germany_2001,6.71
Germany,DEU,2002,Germany_2002,6.67
Germany,DEU,2003,Germany_2003,6.43
Germany,DEU,2004,Germany_2004,6.29
Germany,DEU,2005,Germany_2005,6.42
Germany,DEU,2006,Germany_2006,6.52
Germany,DEU,2007,Germany_2007,6.27
Germany,DEU,2008,Germany_2008,6.14
Germany,DEU,2009,Germany_2009,6.13
Germany,DEU,2010,Germany_2010,6.01
Germany,DEU,2011,Germany_2011,5.94
Germany,DEU,2012,Germany_2012,5.93
Germany,DEU,2013,Germany_2013,5.81
Germany,DEU,2014,Germany_2014,5.86
Ghana,GHA,1961,Ghana_1961,0.3
Ghana,GHA,1962,Ghana_1962,0.3
Ghana,GHA,1963,Ghana_1963,0.3
Ghana,GHA,1964,Ghana_1964,0.32
Ghana,GHA,1965,Ghana_1965,0.29
Ghana,GHA,1966,Ghana_1966,0.34
Ghana,GHA,1967,Ghana_1967,0.3
Ghana,GHA,1968,Ghana_1968,0.26
Ghana,GHA,1969,Ghana_1969,0.28
Ghana,GHA,1970,Ghana_1970,0.39
Ghana,GHA,1971,Ghana_1971,0.45
Ghana,GHA,1972,Ghana_1972,0.43
Ghana,GHA,1973,Ghana_1973,0.44
Ghana,GHA,1974,Ghana_1974,0.48
Ghana,GHA,1975,Ghana_1975,0.39
Ghana,GHA,1976,Ghana_1976,0.47
Ghana,GHA,1977,Ghana_1977,0.41
Ghana,GHA,1978,Ghana_1978,0.32
Ghana,GHA,1979,Ghana_1979,0.37
Ghana,GHA,1980,Ghana_1980,0.3
Ghana,GHA,1981,Ghana_1981,0.3
Ghana,GHA,1982,Ghana_1982,0.3
Ghana,GHA,1983,Ghana_1983,0.32
Ghana,GHA,1984,Ghana_1984,0.29
Ghana,GHA,1985,Ghana_1985,0.34
Ghana,GHA,1986,Ghana_1986,0.3
Ghana,GHA,1987,Ghana_1987,0.26
Ghana,GHA,1988,Ghana_1988,0.28
Ghana,GHA,1989,Ghana_1989,0.39
Ghana,GHA,1990,Ghana_1990,0.37
Ghana,GHA,1991,Ghana_1991,0.32
Ghana,GHA,1992,Ghana_1992,0.35
Ghana,GHA,1993,Ghana_1993,0.32
Ghana,GHA,1994,Ghana_1994,0.32
Ghana,GHA,1995,Ghana_1995,0.32
Ghana,GHA,1996,Ghana_1996,0.34
Ghana,GHA,1997,Ghana_1997,0.35
Ghana,GHA,1998,Ghana_1998,0.37
Ghana,GHA,1999,Ghana_1999,0.38
Ghana,GHA,2000,Ghana_2000,0.41
Ghana,GHA,2001,Ghana_2001,0.34
Ghana,GHA,2002,Ghana_2002,0.41
Ghana,GHA,2003,Ghana_2003,0.4
Ghana,GHA,2004,Ghana_2004,0.42
Ghana,GHA,2005,Ghana_2005,0.43
Ghana,GHA,2006,Ghana_2006,0.49
Ghana,GHA,2007,Ghana_2007,0.48
Ghana,GHA,2008,Ghana_2008,0.48
Ghana,GHA,2009,Ghana_2009,0.47
Ghana,GHA,2010,Ghana_2010,0.48
Ghana,GHA,2011,Ghana_2011,0.47
Greece,GRC,1963,Greece_1963,2.33
Greece,GRC,1964,Greece_1964,2.26
Greece,GRC,1965,Greece_1965,2.45
Greece,GRC,1966,Greece_1966,2.45
Greece,GRC,1967,Greece_1967,2.4
Greece,GRC,1968,Greece_1968,2.4
Greece,GRC,1969,Greece_1969,2.46
Greece,GRC,1970,Greece_1970,2.48
Greece,GRC,1971,Greece_1971,0.98
Greece,GRC,1972,Greece_1972,2.54
Greece,GRC,1973,Greece_1973,2.55
Greece,GRC,1974,Greece_1974,2.11
Greece,GRC,1975,Greece_1975,1.27
Greece,GRC,1976,Greece_1976,1.9
Greece,GRC,1977,Greece_1977,1.38
Greece,GRC,1978,Greece_1978,1.7
Greece,GRC,1979,Greece_1979,1.99
Greece,GRC,1980,Greece_1980,1.7
Greece,GRC,1981,Greece_1981,1.92
Greece,GRC,1982,Greece_1982,1.9
Greece,GRC,1983,Greece_1983,1.86
Greece,GRC,1984,Greece_1984,1.99
Greece,GRC,1985,Greece_1985,2.11
Greece,GRC,1986,Greece_1986,2.2
Greece,GRC,1987,Greece_1987,2.26
Greece,GRC,1988,Greece_1988,2.45
Greece,GRC,1989,Greece_1989,2.4
Greece,GRC,1990,Greece_1990,2.48
Greece,GRC,1991,Greece_1991,2.46
Greece,GRC,1992,Greece_1992,2.45
Greece,GRC,1993,Greece_1993,2.55
Greece,GRC,1994,Greece_1994,2.54
Greece,GRC,1995,Greece_1995,2.4
Greece,GRC,1996,Greece_1996,2.33
Greece,GRC,1997,Greece_1997,2.32
Greece,GRC,1998,Greece_1998,2.49
Greece,GRC,1999,Greece_1999,2.54
Greece,GRC,2000,Greece_2000,2.4
Greece,GRC,2001,Greece_2001,2.35
Greece,GRC,2002,Greece_2002,2.38
Greece,GRC,2003,Greece_2003,2.25
Greece,GRC,2004,Greece_2004,2.22
Greece,GRC,2005,Greece_2005,2.21
Greece,GRC,2006,Greece_2006,2.27
Greece,GRC,2007,Greece_2007,2.39
Greece,GRC,2008,Greece_2008,2.42
Greece,GRC,2009,Greece_2009,2.28
Greece,GRC,2010,Greece_2010,2.25
Greece,GRC,2011,Greece_2011,2.11
Greece,GRC,2012,Greece_2012,2.11
Greece,GRC,2013,Greece_2013,2.11
Greece,GRC,2014,Greece_2014,2.07
Grenada,GRD,1990,Grenada_1990,1.6
Grenada,GRD,1991,Grenada_1991,1.55
Grenada,GRD,1992,Grenada_1992,1.74
Grenada,GRD,1993,Grenada_1993,1.2
Grenada,GRD,1994,Grenada_1994,1.6
Grenada,GRD,1995,Grenada_1995,1.55
Grenada,GRD,1996,Grenada_1996,1.36
Grenada,GRD,1997,Grenada_1997,1.44
Grenada,GRD,1998,Grenada_1998,1.37
Grenada,GRD,1999,Grenada_1999,1.77
Grenada,GRD,2000,Grenada_2000,3.5
Grenada,GRD,2001,Grenada_2001,3.52
Grenada,GRD,2002,Grenada_2002,3.47
Grenada,GRD,2003,Grenada_2003,3.73
Grenada,GRD,2004,Grenada_2004,3.62
Grenada,GRD,2005,Grenada_2005,3.87
Grenada,GRD,2006,Grenada_2006,4.16
Grenada,GRD,2007,Grenada_2007,4
Grenada,GRD,2008,Grenada_2008,3.86
Grenada,GRD,2009,Grenada_2009,3.54
Grenada,GRD,2010,Grenada_2010,3.55
Grenada,GRD,2011,Grenada_2011,3.54
Grenada,GRD,2012,Grenada_2012,3.57
Grenada,GRD,2013,Grenada_2013,3.58
Grenada,GRD,2014,Grenada_2014,3.59
Guatemala,GTM,1961,Guatemala_1961,0.33
Guatemala,GTM,1962,Guatemala_1962,0.31
Guatemala,GTM,1963,Guatemala_1963,0.35
Guatemala,GTM,1964,Guatemala_1964,0.38
Guatemala,GTM,1965,Guatemala_1965,0.42
Guatemala,GTM,1966,Guatemala_1966,0.43
Guatemala,GTM,1967,Guatemala_1967,0.42
Guatemala,GTM,1968,Guatemala_1968,0.42
Guatemala,GTM,1969,Guatemala_1969,0.45
Guatemala,GTM,1970,Guatemala_1970,0.47
Guatemala,GTM,1971,Guatemala_1971,0.51
Guatemala,GTM,1972,Guatemala_1972,0.53
Guatemala,GTM,1973,Guatemala_1973,0.61
Guatemala,GTM,1974,Guatemala_1974,0.68
Guatemala,GTM,1975,Guatemala_1975,0.73
Guatemala,GTM,1976,Guatemala_1976,0.77
Guatemala,GTM,1977,Guatemala_1977,0.78
Guatemala,GTM,1978,Guatemala_1978,0.9
Guatemala,GTM,1979,Guatemala_1979,0.88
Guatemala,GTM,1980,Guatemala_1980,0.85
Guatemala,GTM,1981,Guatemala_1981,0.94
Guatemala,GTM,1982,Guatemala_1982,0.84
Guatemala,GTM,1983,Guatemala_1983,0.73
Guatemala,GTM,1984,Guatemala_1984,0.75
Guatemala,GTM,1985,Guatemala_1985,0.77
Guatemala,GTM,1986,Guatemala_1986,0.65
Guatemala,GTM,1987,Guatemala_1987,0.82
Guatemala,GTM,1988,Guatemala_1988,0.87
Guatemala,GTM,1989,Guatemala_1989,0.62
Guatemala,GTM,1990,Guatemala_1990,0.66
Guatemala,GTM,1991,Guatemala_1991,0.65
Guatemala,GTM,1992,Guatemala_1992,0.69
Guatemala,GTM,1993,Guatemala_1993,0.65
Guatemala,GTM,1994,Guatemala_1994,0.66
Guatemala,GTM,1995,Guatemala_1995,0.82
Guatemala,GTM,1996,Guatemala_1996,0.88
Guatemala,GTM,1997,Guatemala_1997,0.82
Guatemala,GTM,1998,Guatemala_1998,0.86
Guatemala,GTM,1999,Guatemala_1999,0.68
Guatemala,GTM,2000,Guatemala_2000,1.11
Guatemala,GTM,2001,Guatemala_2001,1.06
Guatemala,GTM,2002,Guatemala_2002,1
Guatemala,GTM,2003,Guatemala_2003,1.11
Guatemala,GTM,2004,Guatemala_2004,1.18
Guatemala,GTM,2005,Guatemala_2005,1.12
Guatemala,GTM,2006,Guatemala_2006,1.12
Guatemala,GTM,2007,Guatemala_2007,1.1
Guatemala,GTM,2008,Guatemala_2008,0.94
Guatemala,GTM,2009,Guatemala_2009,0.85
Guatemala,GTM,2010,Guatemala_2010,0.87
Guatemala,GTM,2011,Guatemala_2011,0.91
Guatemala,GTM,2012,Guatemala_2012,0.99
Guatemala,GTM,2013,Guatemala_2013,0.98
Guatemala,GTM,2014,Guatemala_2014,0.99
Guinea,GIN,1961,Guinea_1961,0.16
Guinea,GIN,1962,Guinea_1962,0.16
Guinea,GIN,1963,Guinea_1963,0.16
Guinea,GIN,1964,Guinea_1964,0.16
Guinea,GIN,1965,Guinea_1965,0.15
Guinea,GIN,1966,Guinea_1966,0.15
Guinea,GIN,1967,Guinea_1967,0.15
Guinea,GIN,1968,Guinea_1968,0.15
Guinea,GIN,1969,Guinea_1969,0.14
Guinea,GIN,1970,Guinea_1970,0.14
Guinea,GIN,1971,Guinea_1971,0.14
Guinea,GIN,1972,Guinea_1972,0.14
Guinea,GIN,1973,Guinea_1973,0.14
Guinea,GIN,1974,Guinea_1974,0.11
Guinea,GIN,1975,Guinea_1975,0.12
Guinea,GIN,1976,Guinea_1976,0.13
Guinea,GIN,1977,Guinea_1977,0.14
Guinea,GIN,1978,Guinea_1978,0.12
Guinea,GIN,1979,Guinea_1979,0.07
Guinea,GIN,1980,Guinea_1980,0.06
Guinea,GIN,1981,Guinea_1981,0.05
Guinea,GIN,1982,Guinea_1982,0.04
Guinea,GIN,1983,Guinea_1983,0.04
Guinea,GIN,1984,Guinea_1984,0.04
Guinea,GIN,1985,Guinea_1985,0.05
Guinea,GIN,1986,Guinea_1986,0.07
Guinea,GIN,1987,Guinea_1987,0.08
Guinea,GIN,1988,Guinea_1988,0.08
Guinea,GIN,1989,Guinea_1989,0.06
Guinea,GIN,1990,Guinea_1990,0.05
Guinea,GIN,1991,Guinea_1991,0.15
Guinea,GIN,1992,Guinea_1992,0.15
Guinea,GIN,1993,Guinea_1993,0.15
Guinea,GIN,1994,Guinea_1994,0.14
Guinea,GIN,1995,Guinea_1995,0.06
Guinea,GIN,1996,Guinea_1996,0.05
Guinea,GIN,1997,Guinea_1997,0.11
Guinea,GIN,1998,Guinea_1998,0.14
Guinea,GIN,1999,Guinea_1999,0.13
Guinea,GIN,2000,Guinea_2000,0.15
Guinea,GIN,2001,Guinea_2001,0.15
Guinea,GIN,2002,Guinea_2002,0.17
Guinea,GIN,2003,Guinea_2003,0.16
Guinea,GIN,2004,Guinea_2004,0.16
Guinea,GIN,2005,Guinea_2005,0.16
Guinea,GIN,2006,Guinea_2006,0.12
Guinea,GIN,2007,Guinea_2007,0.15
Guinea,GIN,2008,Guinea_2008,0.17
Guinea,GIN,2009,Guinea_2009,0.15
Guinea,GIN,2010,Guinea_2010,0.15
Guinea,GIN,2011,Guinea_2011,0.18
Guinea-Bissau,GNB,1961,Guinea-Bissau_1961,0
Guinea-Bissau,GNB,1962,Guinea-Bissau_1962,0
Guinea-Bissau,GNB,1963,Guinea-Bissau_1963,0
Guinea-Bissau,GNB,1964,Guinea-Bissau_1964,0
Guinea-Bissau,GNB,1965,Guinea-Bissau_1965,0
Guinea-Bissau,GNB,1966,Guinea-Bissau_1966,0.13
Guinea-Bissau,GNB,1967,Guinea-Bissau_1967,0.18
Guinea-Bissau,GNB,1968,Guinea-Bissau_1968,0.18
Guinea-Bissau,GNB,1969,Guinea-Bissau_1969,0.31
Guinea-Bissau,GNB,1970,Guinea-Bissau_1970,0.3
Guinea-Bissau,GNB,1971,Guinea-Bissau_1971,0.36
Guinea-Bissau,GNB,1972,Guinea-Bissau_1972,0.37
Guinea-Bissau,GNB,1973,Guinea-Bissau_1973,0.33
Guinea-Bissau,GNB,1974,Guinea-Bissau_1974,0.48
Guinea-Bissau,GNB,1975,Guinea-Bissau_1975,0.47
Guinea-Bissau,GNB,1976,Guinea-Bissau_1976,0.34
Guinea-Bissau,GNB,1977,Guinea-Bissau_1977,0.53
Guinea-Bissau,GNB,1978,Guinea-Bissau_1978,0.25
Guinea-Bissau,GNB,1979,Guinea-Bissau_1979,0.41
Guinea-Bissau,GNB,1980,Guinea-Bissau_1980,0.39
Guinea-Bissau,GNB,1981,Guinea-Bissau_1981,0.53
Guinea-Bissau,GNB,1982,Guinea-Bissau_1982,0.6
Guinea-Bissau,GNB,1983,Guinea-Bissau_1983,0.52
Guinea-Bissau,GNB,1984,Guinea-Bissau_1984,0.54
Guinea-Bissau,GNB,1985,Guinea-Bissau_1985,0.47
Guinea-Bissau,GNB,1986,Guinea-Bissau_1986,0.39
Guinea-Bissau,GNB,1987,Guinea-Bissau_1987,0.4
Guinea-Bissau,GNB,1988,Guinea-Bissau_1988,0.49
Guinea-Bissau,GNB,1989,Guinea-Bissau_1989,0.37
Guinea-Bissau,GNB,1990,Guinea-Bissau_1990,0.51
Guinea-Bissau,GNB,1991,Guinea-Bissau_1991,0.34
Guinea-Bissau,GNB,1992,Guinea-Bissau_1992,0.32
Guinea-Bissau,GNB,1993,Guinea-Bissau_1993,0.36
Guinea-Bissau,GNB,1994,Guinea-Bissau_1994,0.45
Guinea-Bissau,GNB,1995,Guinea-Bissau_1995,0.4
Guinea-Bissau,GNB,1996,Guinea-Bissau_1996,0.23
Guinea-Bissau,GNB,1997,Guinea-Bissau_1997,0.3
Guinea-Bissau,GNB,1998,Guinea-Bissau_1998,0.29
Guinea-Bissau,GNB,1999,Guinea-Bissau_1999,0.21
Guinea-Bissau,GNB,2000,Guinea-Bissau_2000,0.54
Guinea-Bissau,GNB,2001,Guinea-Bissau_2001,0.37
Guinea-Bissau,GNB,2002,Guinea-Bissau_2002,0.32
Guinea-Bissau,GNB,2003,Guinea-Bissau_2003,0.32
Guinea-Bissau,GNB,2004,Guinea-Bissau_2004,0.4
Guinea-Bissau,GNB,2005,Guinea-Bissau_2005,0.43
Guinea-Bissau,GNB,2006,Guinea-Bissau_2006,0.38
Guinea-Bissau,GNB,2007,Guinea-Bissau_2007,0.37
Guinea-Bissau,GNB,2008,Guinea-Bissau_2008,0.31
Guinea-Bissau,GNB,2009,Guinea-Bissau_2009,0.47
Guinea-Bissau,GNB,2010,Guinea-Bissau_2010,0.44
Guinea-Bissau,GNB,2011,Guinea-Bissau_2011,0.5
Guyana,GUY,1961,Guyana_1961,0.72
Guyana,GUY,1962,Guyana_1962,0.63
Guyana,GUY,1963,Guyana_1963,0.55
Guyana,GUY,1964,Guyana_1964,0.62
Guyana,GUY,1965,Guyana_1965,0.76
Guyana,GUY,1966,Guyana_1966,0.88
Guyana,GUY,1967,Guyana_1967,0.97
Guyana,GUY,1968,Guyana_1968,0.79
Guyana,GUY,1969,Guyana_1969,0.94
Guyana,GUY,1970,Guyana_1970,0.85
Guyana,GUY,1971,Guyana_1971,0.86
Guyana,GUY,1972,Guyana_1972,0.94
Guyana,GUY,1973,Guyana_1973,1.08
Guyana,GUY,1974,Guyana_1974,1.07
Guyana,GUY,1975,Guyana_1975,1.24
Guyana,GUY,1976,Guyana_1976,1.73
Guyana,GUY,1977,Guyana_1977,1.93
Guyana,GUY,1978,Guyana_1978,1.71
Guyana,GUY,1979,Guyana_1979,1.63
Guyana,GUY,1980,Guyana_1980,1.78
Guyana,GUY,1981,Guyana_1981,1.58
Guyana,GUY,1982,Guyana_1982,1.21
Guyana,GUY,1983,Guyana_1983,0.88
Guyana,GUY,1984,Guyana_1984,0.98
Guyana,GUY,1985,Guyana_1985,1.17
Guyana,GUY,1986,Guyana_1986,1.33
Guyana,GUY,1987,Guyana_1987,0.93
Guyana,GUY,1988,Guyana_1988,1.31
Guyana,GUY,1989,Guyana_1989,1.04
Guyana,GUY,1990,Guyana_1990,1.06
Guyana,GUY,1991,Guyana_1991,1.2
Guyana,GUY,1992,Guyana_1992,1.36
Guyana,GUY,1993,Guyana_1993,1.36
Guyana,GUY,1994,Guyana_1994,0.97
Guyana,GUY,1995,Guyana_1995,0.81
Guyana,GUY,1996,Guyana_1996,1.09
Guyana,GUY,1997,Guyana_1997,1.15
Guyana,GUY,1998,Guyana_1998,1.14
Guyana,GUY,1999,Guyana_1999,1.2
Guyana,GUY,2000,Guyana_2000,1.59
Guyana,GUY,2001,Guyana_2001,1.58
Guyana,GUY,2002,Guyana_2002,1.66
Guyana,GUY,2003,Guyana_2003,1.39
Guyana,GUY,2004,Guyana_2004,1.33
Guyana,GUY,2005,Guyana_2005,1.33
Guyana,GUY,2006,Guyana_2006,1.45
Guyana,GUY,2007,Guyana_2007,1.51
Guyana,GUY,2008,Guyana_2008,1.55
Guyana,GUY,2009,Guyana_2009,1.65
Guyana,GUY,2010,Guyana_2010,1.74
Guyana,GUY,2011,Guyana_2011,1.8
Guyana,GUY,2012,Guyana_2012,1.86
Guyana,GUY,2013,Guyana_2013,1.9
Guyana,GUY,2014,Guyana_2014,1.92
Haiti,HTI,1961,Haiti_1961,0.01
Haiti,HTI,1962,Haiti_1962,0.01
Haiti,HTI,1963,Haiti_1963,0.01
